Company_Name,Job_Title,Location,Job_Url,Posted_On,Job_ID,City,State
Techsara solutions,Data Scientist,United States,https://www.indeed.com/rc/clk?jk=fea091e0199b95c9&bb=LpBqQayiV6p2bL8xH4uI4ttw04ii_E0VP4_NYBUk0D7Q4zA-KHjm1dy2ZY5W0_cQ&xkcb=SoAt67M3H01u55w9aJ0KbzkdCdPP&fccid=4e8799b06bfec28f&cmp=Techsara-solutions&ti=Data+Scientist&vjs=3,2023-12-14,job_fea091e0199b95c9,Remote,Not Available
PSEG,Associate Data Scientist,United States,https://www.indeed.com/rc/clk?jk=defce924874b82d6&bb=LpBqQayiV6rL-3n54uN2rxtTDfSgI-N5z9oz3BXmDfzkQBlkWExnzghQXs23pfdc&xkcb=SoAE67M3H01u55w9aJ0IbzkdCdPP&fccid=46c5d1b673b120b1&vjs=3,2023-12-14,job_defce924874b82d6,Newark,NJ 07101 
Techstar Group,Data Scientist,United States,https://www.indeed.com/rc/clk?jk=8bbf18fead7c9ab5&bb=LpBqQayiV6qB7nAaclKKFjAMcn7rxG5BIUhm9x_2mPwZ7MsIm2f-eHvqusA1_e2E&xkcb=SoA-67M3H01u55w9aJ0ObzkdCdPP&fccid=66c157b412e3a55d&cmp=Techstar-Group&ti=Data+Scientist&vjs=3,2023-12-14,job_8bbf18fead7c9ab5,Austin,TX
Block,Applied Data Scientist,United States,https://www.indeed.com/rc/clk?jk=41cfac06db68f28c&bb=4E3wcx4wc7q-gt1tNn2QVwCQ0vE1U7S4RJu4_UH2b4v4pKLFGGVYIUVXX6izaDbn&xkcb=SoCj67M3H01u54Q9aJ0KbzkdCdPP&fccid=23ddedaf27ad006f&vjs=3,2023-12-14,job_41cfac06db68f28c,San Francisco,CA
NASK Incorporated,Data Scientist,United States,https://www.indeed.com/rc/clk?jk=60a77d73e2a61ece&bb=4E3wcx4wc7rQ7FURhFzGhj4nli7_tbUojkKB82SJ5WviCk81H893pY5i85pEZki1&xkcb=SoAt67M3H01u54Q9aJ0NbzkdCdPP&fccid=29fdae66f878b9b3&vjs=3,2023-12-14,job_60a77d73e2a61ece,Dayton,OH 45431
PDSSOFT INC,Senior Data Scientist (Only Local),United States,https://www.indeed.com/rc/clk?jk=d5fd05e063b3bf8d&bb=QCKRMUve-FWMhRlbAzAvlRLlks-6cQ0Iv_N0jwzMcaxaclNkYlZ-5ZiXGw_R8KP4&xkcb=SoDm67M3H01u54w9aJ0KbzkdCdPP&fccid=e22abc1071c95b8d&cmp=PDSSOFT-INC&ti=Senior+Data+Scientist&vjs=3,2023-12-14,job_d5fd05e063b3bf8d,Austin,TX 78701 
NonStop Consulting,Statistical Programmer,United States,https://www.indeed.com/rc/clk?jk=ff2d92ac28bcc2fa&bb=QCKRMUve-FVT2oWhjdfEqy4P_YEW8GkCTH4i_-R7gL2UVEmwnoh1dbBR1nln9SwO&xkcb=SoBB67M3H01u54w9aJ0PbzkdCdPP&fccid=0a5166f82005500a&cmp=Non-Stop-Consultancy&ti=Programmer&vjs=3,2023-12-14,job_ff2d92ac28bcc2fa,Remote,Not Available
Publicis Groupe,"Vice President, Data Science and Analytics",United States,https://www.indeed.com/rc/clk?jk=bed1482824b36ee5&bb=6iuQbuiVpumQSSKyczdH2bi2GRpAV76kT9aLyasCstOiOkOmZ5MpBDKk_nC164yJ&xkcb=SoC_67M3H01u57Q9aJ0KbzkdCdPP&fccid=ad1d9fc354f41a47&vjs=3,2023-12-14,job_bed1482824b36ee5,Atlanta,GA
Cloudious,Lead Data Scientist,United States,https://www.indeed.com/rc/clk?jk=3a1a3d15d7934587&bb=6iuQbuiVpukEUv69A00YgjYyJF5cgD5RBvze6VduLeGGLbf8zgwglx9V0yhXNLcW&xkcb=SoCW67M3H01u57Q9aJ0IbzkdCdPP&fccid=be7de45f5aa74ad3&cmp=Cloudious&ti=Lead+Data+Scientist&vjs=3,2023-12-14,job_3a1a3d15d7934587,Woodland Hills,CA
Abnormal Security,Machine Learning Engineer II,United States,https://www.indeed.com/rc/clk?jk=16f908274aacebf1&bb=6iuQbuiVpul8xyuf4tWf-obPBOheAuptfMpm9eHJOpH_ZQjP6P9SGT-2iCEoiGD8&xkcb=SoAx67M3H01u57Q9aJ0NbzkdCdPP&fccid=46ac46bf70f0297a&vjs=3,2023-12-14,job_16f908274aacebf1,Remote,Not Available
Salesforce,Principal Data Scientist/Machine Learning Engineer,United States,https://www.indeed.com/rc/clk?jk=0480c1429cd455fd&bb=RFFt6QsClMWm45Tn2E2k_q_eMhYGSUd9HoGp9DShXz9gLMS4PX78iZH59hZmf3f6&xkcb=SoD667M3H01u57w9aJ0KbzkdCdPP&fccid=4027cfd917e1ee29&vjs=3,2023-12-14,job_0480c1429cd455fd,San Francisco,CA 94105 
"MultiSystems, Inc.",Software Developer Engineer,United States,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrsCYK-tWPUM1AGKBtG-Q8rTay1KmPdjiJnV5fnsX-QGVo3gef3Br9IGeFzpOxHTATpyqVdIXzx_ykn55PnmIHwPzj1cW5T0NyUGHWp7MPO_f0oOO9aVCsUQeSZp1L7P-0sSyEB53GWmNSdjqcn9ehkF1oVA9UgYFsCMJsoqy8093UJ6DtLPbuwCQerhMSURaSlrJdm-EsfjnxI3y2F-R-h_EDpVgbtHMvhLgOmY4WS_GSXB4GY83lStcV7yu4G_Z8vDfsrprAiQYvzbxlpQWuj8vkU8HQ5RaFqKS8pqJhPQFkSyuYEo7j4pFvCWfi3DJX8cvuQJ4yBaZLZJtMDk4sCZ0rVsnu57TmfjhrOJD5jY2D5I_UtGPcaPVn-2Z7qmaxTEv6YKDG4KqkJuRrHjLM0US-eAyKf-woDLIz2iYLowC76w4kW9lFgyWYATs0TjD_Ji7IzjN9VoMqjXME9F7AeZ0pqnwT0dYgwcsSLAJaDx8OBmkNsXbqS_YxEReuss8CYv3LjQbAdZgQ8GdWVir72JU_C9bGe3SW_1IE7pOzRkqBfwdDangMPISXHzrein3YJSQ3_6R9doJ81jRz7_9MQH4zdLLtVnBcoPrRuDNE7oQ9TdnorLTroW_4l7dpFjYH7hYLHBhg2w==&xkcb=SoCP6_M3H01sCPRcDx0KbzkdCdPP&p=0&fvj=1&vjs=3,2023-12-14,sj_622fbfd3673df13e,San Juan,PR
Duolingo,Senior Android Software Engineer,United States,https://www.indeed.com/rc/clk?jk=b4b798fb7eff3e1e&bb=LnyHB7nNd7-zsumNfSFF8c8oHGKt7sZL54wnDsPLwh0jPItpExI_k_2az73hMY8H&xkcb=SoB967M3H01sDS2JdZ0LbzkdCdPP&fccid=1d7146bd38091a7a&vjs=3,2023-12-14,job_b4b798fb7eff3e1e,New York,NY
ACI Worldwide,Sr Software Engineer,United States,https://www.indeed.com/rc/clk?jk=cac6613ee7e15b6f&bb=nxsgq81J-Z-OETTQAY6qww_ssyDwlYqSg9twWBdmxl417bIclZ4QnMMHo9fZ2Avt&xkcb=SoCl67M3H01sDd2JdZ0KbzkdCdPP&fccid=8b38329d8b6e8031&vjs=3,2023-12-14,job_cac6613ee7e15b6f,Norcross,GA
Madera Residential,Senior Software Engineer - Viva First,United States,https://www.indeed.com/rc/clk?jk=127e8eac794e1ef4&bb=i8TjfG58oIMZOuw5XZV6Dm6jcva0b0ZU0F9OtdACguvJO_pR6bzdEo8jmMGOXkEV&xkcb=SoAC67M3H01sDcWJdZ0IbzkdCdPP&fccid=2ca027b3e58f1c8b&cmp=Madera-Companies&ti=Senior+Software+Engineer&vjs=3,2023-12-14,job_127e8eac794e1ef4,Lubbock,TX 79424 
CrowdStrike,Software Engineer - Posture Management Platform (Remote),United States,https://www.indeed.com/rc/clk?jk=4e7712f955d5413b&bb=1-POlKeJsdYT7N39kr8iXJQSX66wLuxc8AJgpPpI9Ook5f5H4n3J3uhgTTZ4nyLg&xkcb=SoB967M3H01sDc2JdZ0ObzkdCdPP&fccid=64e4cdd7435d8c42&vjs=3,2023-12-14,job_4e7712f955d5413b,Remote,Not Available
vr pi tech solutions,Software Engineer,United States,https://www.indeed.com/rc/clk?jk=1207af91538c3e5e&bb=1-POlKeJsda3BMS_8wrKtKJsid9vPETozJ8O0dEW5QT6pIXcmEoGOiiYiIC7gPo2&xkcb=SoAe67M3H01sDfWJdZ0IbzkdCdPP&fccid=9849d6a1beeb55d9&cmp=VR-PI-TECH-SOLUTIONS&ti=Software+Engineer&vjs=3,2023-12-14,job_1207af91538c3e5e,Berkeley Heights,NJ 07922
Facebook App,Apprentice Systems Tech,United States,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0APv5nWuapSkUTB-opAdp2QdgaiTEoE-fNhBCKo3vBK-ackIVIXPzmEE_6pXe1R_XbEBxf4-LTLQbZ85Kq9D7TtqIt9Ld4c57uqIm31wSFyndUIPuQ43IAlAER5pnMDDQD5T4O2tWJttIMVsUFq4Tgf0siQW0AeQvn4mQS4QimcZYP2B59UFjSjY5UKR7YUJ6ErCUR14RMDVTgYyfAg44lIx3HX0MHj0t1-WwkOr44T3RG4h6qq0HdJY2veUtPJA5mwtfZkKU9VK19_YqoMdEbgVN5e7YntfZoYGXjd2B39eH7HsNNjq-eJo0-0XaHADudz-ASdJOfq7fNOcyZgeUgyKc6zBArRJxK1JnLThuhor5nSJeEJqetyiZAzs0EX_2llCvsi1F0LDslAA-L-fkqefEE5Evwnc9_JrILL5ZbAosgd0cXcNptEcGqw6E4meJqb-c06cVrdJlf4Ax_dY5etipQ9IX2x17MlmCEbH6hf6W2JQ7ECRoou_VNkQMgpnYpDDQBgwjbZWGghQwb0HIKMtX5Vi7PdvvnBb3JydC9qX5jEnosf7bOt1V0WKJEne-L9tqC9WKGvnL3lgqv2h6JKQkM6iaXdT2sxoGiQwM1PbUkKN0ElQwiYn_C_W6ZBMhLf-siNDTwA15EkI8Bq2ICtcOhFar4bmIFa1OzYGM_T1ZDTovBoSExv6DN5UD1H1p2ZgQ-EXoYZATVqOkYsIpSD9Vf77s64OBVZ-2V5ZQTFv2g0Hx4oKkIztcg8o-Oa5zZW6Z2nPk5kNHbeZGsN2c4fkjmTxc4hWcx-R_MR6DlNG9G4BZFWlHdzm9CaQBg_6_xJ9EaMnOumoD0jCH9qxzBaxL5SJ7RIrvnC_fOt5g9JdIQpQVnj-8_NtHad-Djca52wkEZgt9dLqNDQD-G_hhguH23pHlZo7-w=&xkcb=SoA76_M3H01qWKQgWp0LbzkdCdPP&p=0&fvj=0&vjs=3,2023-12-14,sj_5026e1890ea16585,Burlingame,CA 94011
Meta,"Associate General Counsel, eDiscovery & Information Governance",United States,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0APv5nWuapSkUTB-opAdp2QdgaiTEoE-fNhBCKo3vBK-ackIVIXPzmEE_6pXe1R_XbEBxf4-LTLQTOsxi1gEqWPh_7GjZplKpA555Vxvt40Lv3J8CdvKBYaCy-DT_3jmRQJ3JLjaJM7QkAmNFZ8hK4C4CfeKuzZegdb6_Qa2J6Z0qEQ2ELepaXol5bBa5xZHpP7dmYqwXIpyge0nvzaT0UU8Qy0XGpjhYl4HCAMDCTgjCLKESYaRQr1E1hX0t7nm5EyLTLAEdVP6IMyy03WsrA36DFNc1z0eu3HHJEfUv1cyEdQnCIU7QSAHZW_SrqO71UhFJYdbMRZnag_M_95NcxPrIsoMPBHoSAk0TK64Ftc1PqIg7h1Hn6tPMuZozbrvHKelPzyAIT8_W3XAocozvL9fa_2RNOxkC4Em_Cp-wvUKV1_W-mLmKI_jeNUwXZpctfQFHl-kaJfWI5p9uZYqvOGM3QPYfGWhgHyqrjZrPB_KRTBRFQzqJV2xj5pdFvnwCo4mfiOxn3PFMXkEPlF0vI0w0G_0alNe9HHr4o_pb-_QZyJRu0XXZ4kkqOc1eA_ewV8WJY8l63QIRWLWwxpH1zlTn_f3GMNl-sP0YkWjZ1qiT8yMPM-k6z8D1vAeNRTnU5I19TAycB7pNYEhYO6nmsV4uiaty6pgdiLIr0Fgpe7suWCSYps3m-zqnYib82L8Lkp2Dy1IjvvaONHt3T6jB3lG9djSs450j1kk1N3C_3Gy04sCutUdwbydNJf3YuKkN1Cy43kPzgYimcPI78G_4QtYu4u4TQvRIAst-Y-qvqYB0ArWbQJtP2-zzRJUrtDnJ8hjgptVOYm4qBpEzBocM3qfxaGdfEjaWsvRDs7-a-KyJNFHGAGGFrGxcvwr61rzFifqUK5EDU70WzQfJz3adw_E3VkrLc5_9H14M0GIZtGSBx2js1oVKmC&xkcb=SoCP6_M3H01qWKQgWp0KbzkdCdPP&p=1&fvj=0&vjs=3,2023-12-14,sj_5d4ec90d89b410c5,San Francisco,CA 94151 
Nextonic Solutions LLC,Scientific Programmer,United States,https://www.indeed.com/rc/clk?jk=f169c92eecc7f5c1&bb=TA_BL0YKU4zO3xb4beuIxHCBxITmS7K96FEwEBiSNvlQFlpBv6u12NWXzT_ifFe6&xkcb=SoDt67M3H01qXd2ab50JbzkdCdPP&fccid=87454d4397d8550b&cmp=Nextonic-Solutions-LLC&ti=Programmer&vjs=3,2023-12-14,job_f169c92eecc7f5c1,Durham,NC
Hire IT People Inc,Machine Learning Engineer,United States,https://www.indeed.com/rc/clk?jk=bd923308716f7007&bb=TA_BL0YKU4yCjTtOHBuso-4SeMO1kNLtn8STCpLpMfXNrAa472QNHk1KVjI9OZ5E&xkcb=SoD-67M3H01qXd2ab50NbzkdCdPP&fccid=4a15e0320af4226d&cmp=Hire-IT-People-Inc&ti=Machine+Learning+Engineer&vjs=3,2023-12-14,job_bd923308716f7007,New York,NY
Trillium,"AI Specialist Auditor - Physics - Long-term, 100% Remote! $50/hour!",United States,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFZTBn8HwyUPs8e2u2osMVGsWqVjyo5iEHGvi4ofoXKXnbAJTkwQvIksANv03kYeaPZmd-FYpFTWaYEgYyOvTVC5nxWukFDGc49LtY5v-9ny3ak7f6cEYavq0dooe_HJr7s-j6rRfEQkus_e_I0wGVBV8vDRBQ4nifT-9MDYAMOFnPnB8bLUvBbeAd8KXrex5V8hqbTH0VNYO_cqIoIgOfKS1FlaCWVp0JgKKub_d49RfX6cN0E_S2vItr62veiL0SSXMnQrudj7CGyFIuKt8tqmFNZaBE4I2h7TYFc94ESCP_2pxYVPSJGGAEQE17Rc7HTCIDG7WydkUxK2cgb-GXb7OJg88XbBaltdAJmOX3UuhuuK0rUaxhkFlJZ_aAM4gw2lHjl8FPPLNvyJNS8-evL09AIc17aI-73KSxtQoR98sKwSRSrK1X-T5fQK5fnwKf5O-3awdzviY1jk4esDsdYeDJDcmgQmTm3ZaQ0MC9O2UY-GfE8UsZ0JqCZv6psxYsCnr8alMlJwEs5NI3ad5R1MvL2zkP5usYDtvM9DI2jtQxoA2bozXAyHO-dR6J2FKco42m_ud3wNgmdPBIwt6JcOIpYMeZmtAb1k-me6JwGQ==&xkcb=SoCc6_M3H01qWKQgWp0ObzkdCdPP&p=5&fvj=0&vjs=3,2023-12-14,sj_e9182e6baf3b34fb,Dearborn Heights,MI 48127
Oak Ridge National Laboratory,Part-Time Cyber Research Assistant,United States,https://www.indeed.com/rc/clk?jk=2c925460245942d9&bb=reYQc4PdGMKZt8a8f8B2BzBe7gOatWYQUQNQT8YbR6-VJKSE9ftgOGYOQ4P2xHky&xkcb=SoAT67M3H01qXf2ab50LbzkdCdPP&fccid=64e028df9b3fd2c4&vjs=3,2023-12-14,job_2c925460245942d9,Oak Ridge,TN 37830
ICF,Software Developer - AI/Machine Learning - Remote,United States,https://www.indeed.com/rc/clk?jk=e08c29c9003d17f7&bb=reYQc4PdGMJx3aXtdp5woaHLeuWd_q14C5C7Ae39hEgr6T4z97q_N-VDG0n0_xxc&xkcb=SoA667M3H01qXf2ab50JbzkdCdPP&fccid=e290923a98afee94&vjs=3,2023-12-14,job_e08c29c9003d17f7,Remote in Reston,VA
CentML,Engineering Lead - Compiler,United States,https://www.indeed.com/rc/clk?jk=adfd876342f3099a&bb=13VoCAWVs4P2SFc5VWipFoROUYIZ7kZS61I0CXy7n6x2WT8tbiZhxcaQDqA-i4am&xkcb=SoCd67M3H01qXeWab50LbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,2023-12-14,job_adfd876342f3099a,Remote,Not Available
Sobi,Head of Statistical Science US,United States,https://www.indeed.com/rc/clk?jk=aa88a44a9d09315f&bb=V-O20k0DsF9tIRmVcYpsPHaUpqyG51M32r4SaPXqxAgpIgjHwyB49Yy7oFnGwMXT&xkcb=SoBs67M3H01qXe2ab50KbzkdCdPP&fccid=03d2f1e8e4f14cab&vjs=3,2023-12-14,job_aa88a44a9d09315f,Waltham,MA
Informa Group Plc.,Cloud Platform Engineer,United States,https://www.indeed.com/rc/clk?jk=400dd2c38a42884f&bb=3XY_Ew7LgyAFsZL1ssjv8E_spr_hu4dfcF1gvL0YFx6IidCfFFMSCgloQ-5wozyZ&xkcb=SoAQ67M3H01obyxgVZ0KbzkdCdPP&fccid=8bae0fba3b920ea8&vjs=3,2023-12-14,job_400dd2c38a42884f,Kansas City,KS 66106
EdgeDB,Senior Cloud Engineer,United States,https://www.indeed.com/rc/clk?jk=1eaf402dd7cfd975&bb=-CuBO_BZriYGP02C9QLgKqTEWCErehClCxnFiIMEho4fiT7YHr5Axkef2AcvfQR0&xkcb=SoA567M3H01ob9RgVZ0KbzkdCdPP&fccid=c58b882d6cecb10b&vjs=3,2023-12-14,job_1eaf402dd7cfd975,Remote,Not Available
Volto Consulting,Cloudera Engineer,United States,https://www.indeed.com/rc/clk?jk=8246693955018452&bb=DymNCfYAsKnTKhUwYCocYFP1scoHdqdiFhQVUe9tWr1oHvegfVPs3HMNbLQgnKKI&xkcb=SoB867M3H01ob9xgVZ0KbzkdCdPP&fccid=242f54a0bd5d5b7f&cmp=Volto-Consulting&ti=Engineer&vjs=3,2023-12-14,job_8246693955018452,Orlando,FL 32801 
"3G Federal Solutions, LLC",Performance Tester,United States,https://www.indeed.com/rc/clk?jk=fa23fc2ee28581dd&bb=qnwVIQlRaeza30LmBNC6iIgklx2z8WhhqLtPmkZHdVtQRXiZCy-WdxL10Gr6Lpme&xkcb=SoBG67M3H01ob8RgVZ0LbzkdCdPP&fccid=ccd4cd7cb0288008&cmp=3G-Federal-Solutions%2C-LLC&ti=Performance+Tester&vjs=3,2023-12-14,job_fa23fc2ee28581dd,Remote,Not Available
Verisk,Senior VMWare Cloud Engineer,United States,https://www.indeed.com/rc/clk?jk=f656679e9300f2b4&bb=qnwVIQlRaezKWV5WI9gc67QtmzrzQtXSkVkbZrybgJWjEW-ZDKX2OIZ9dPVJ4Jf7&xkcb=SoDh67M3H01ob8RgVZ0ObzkdCdPP&fccid=d621f9a5603cfedd&vjs=3,2023-12-14,job_f656679e9300f2b4,Boston,MA
AlphaForce Technology Solutions,Performance Tester with Cloud,United States,https://www.indeed.com/rc/clk?jk=5411625bc3a5bbc0&bb=SyCZxVIEMjEWLuE-wGIbNoouuHPFIj64SNd6ie4pYPggP2PhCT1CJOdGalm3KuQc&xkcb=SoCe67M3H01ob8xgVZ0IbzkdCdPP&fccid=7e535adc2ed657bc&cmp=AlphaForce-Technology-Solutions&ti=Performance+Tester&vjs=3,2023-12-14,job_5411625bc3a5bbc0,Fort Mill,SC 29707
UCLA,Cloud Strategist,United States,https://www.indeed.com/rc/clk?jk=1196fe5a4bbbf43f&bb=EuiRosY6Pnbox3h8gWkWv2LIL9FQH2bydVsKKMSM-XeLM6e1jLUUUXkwhqx-X_-X&xkcb=SoDU67M3H01ob_RgVZ0MbzkdCdPP&fccid=ab0ef6192557a06f&vjs=3,2023-12-14,job_1196fe5a4bbbf43f,Los Angeles,CA
Delviom LLC,GCP Engineer,United States,https://www.indeed.com/rc/clk?jk=b2da147cbc1666f8&bb=KqUXqx1kVKPSkbA-LnMvFiIOw0MnXH8tWN9xySRHdmEbc8z8PMKbTU3yVNQAVpAs&xkcb=SoAM67M3H01ob_xgVZ0PbzkdCdPP&fccid=3c8f9c24e3b0bd3a&cmp=Delviom&ti=Engineer&vjs=3,2023-12-14,job_b2da147cbc1666f8,Irving,TX 75038 
Robert Half,Information Technology Analyst IV,United States,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CpzDdaQkua3np5pkmj49lKioZwmwxQ-yx5plwbYmV_M1zEVPt0O_TSZV9cNMBPIadzcpHkrGlu9hGn3Q2zmb_jHk86OQi5PWVCTlgHfIpPHcWC4jV88GmMGrBbUFysQpDBjn1SLmxxJf_f2IN3oGAbtNbbva5KIm_cS2qsh8SWtbAMKqGulSXid1MQq0V1bY66PPSBbnJa4wv_HLKJ6BZXJMs67KOX1b_lnQCnfaZIXLqWYOJ3BUkQlmjnFU22VpdPuCiUJo3L_3P2C3jYxf9JMenU4ht4cOlRH9HEexz893KE-c0iBmkwbi2y55yaQU9gCbP8Q0Rc4V8vFaraLTtwNan0uR54YF_cANdJGEMti_nsiqekdtChxTCYwITe6PbiLPI9rWsRmekjxFoZebPnCnv0G_qwDw_IWiJqecu9vqwD9SLSqDnMnzw6M7U-ZGmtC4YUHEJl8f2lApeX2lYVYvJVvIfnsFHD7bPH_uhJv0WHfd6dXOCE2qVxc3KvN2sfezDXmimyIPnuTr7QI0lfpreL1uPQ1kZcX3NTT1lsKZUsqbh-ggiPAQSknAqBfYfZjzuk8-z1owAq5-7PyW6wULVkQWavEimFf8PmoZz5PyYuB-cBTaz-GsTI36sOaPV9WYlx4H8DCTvtZm3RKmHFdn5GKKJqDgXgYmGo7kFrskdl09ks0_bpmq08bXhHFRDsYKAgUHC9u8E_Hg3bErxv0xfvHP6zym0=&xkcb=SoBq6_M3H01oavxTjp0BbzkdCdPP&p=10&fvj=0&vjs=3,2023-12-14,sj_9e945005f3ad061a,Moline,IL 61265
Horace Mann,Information Technology Security Analyst,United States,https://www.indeed.com/rc/clk?jk=deceae25a3842384&bb=k03uBeasF5M8K1MZvSmxftFU-pozpWqYt6DpI6LnYUkgKFoerp7b3_UMHm0v-DM5&xkcb=SoDU67M3H01ob-xgVZ0LbzkdCdPP&fccid=1f5c4780fffb4f0a&vjs=3,2023-12-14,job_deceae25a3842384,Hybrid remote in Springfield,IL 62715
CTI Consulting,Back End Developer,United States,https://www.indeed.com/rc/clk?jk=7c6b2b1cbea44488&bb=k03uBeasF5M-ZLn0lnaz0ExHo1L4ZY5MKXR0FxVC-D01ed8sV-_zUumcaCRC962-&xkcb=SoDu67M3H01ob-xgVZ0NbzkdCdPP&fccid=379434ad9862816d&cmp=CTI-Consulting&ti=Back+End+Developer&vjs=3,2023-12-14,job_7c6b2b1cbea44488,Remote,Not Available
UCLA,"Manager, Cloud Strategy & Automation",United States,https://www.indeed.com/rc/clk?jk=bf15aaf2cdf2b533&bb=kwQ8At75WYzL2jNLGEuSVqWOe5v0s2J7SovATcut1-D1DwWcoBv9LQLAb6PabNDj&xkcb=SoDF67M3H01ob5RgVZ0ObzkdCdPP&fccid=ab0ef6192557a06f&vjs=3,2023-12-14,job_bf15aaf2cdf2b533,Los Angeles,CA
Medical Distributor,Inventory Specialist,United States,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DSKA3FLCTFjFj0aUCFa-sjhKk8mcL1clL-40ZdmEDhVe4RrSDVLiwR0p7XOE2tOn2GAu394aPLyVrNXwDkP3io1qDDcbBTDGnXEatYW3KUoEFcKNh4w8BIDdgBaUmXEDbeOOnoACi8SZbllbFul1q2NaMC1BCk2V5yoGvXFlNEsO9d9zo8CgVq0O8bXk20mL7Y2LxH0B0xraKlMhBmP9EHloJxrn5S68eJ4fr5NkG2eNa716bqnBxBdnqz8oPATasJGolIaAP_GpNR6fs-wB9Zpe-CzhSykTu8xTh9V2FFnAp3A5ehlE8FbppBVBTIb7YsL6MUGUt59Leic89qmuezop84audDMiOZOmJqox6PlVfrpbrauNFpKwtDKy-2SidwL-dIwPCKAZk2JkQ5N7_UTbHQTpd5YOZtbVtLtGiNkHs4ilBKlrB-aVUrBmEj05bopyGeEv5cUGd2LLvNvPq-2uPQks95PEu0kSfA3bbMdvRi_eRhcuUf4-tVH4O1FCYsVjUO0t9lRNbluOFXkXWbjG2Icj7L_mN7nTS8pcztgbncnSYlgDJMkhXmfeYQBSsy1P4rQ-hum69JcHzEZDW967gViUly-91ajbPrLIw3Yeyx1PdIDdWQ&xkcb=SoA_6_M3H01mchw9c50LbzkdCdPP&p=0&fvj=1&vjs=3,2023-12-14,sj_a1f13dbb68534aaf,Grand Rapids,MI 49503 
Holman,Delivery Logistic Coordinator - Supply Chain,United States,https://www.indeed.com/rc/clk?jk=d56b92d0a00fa91a&bb=SeOdQ6x1wNL9YRydRZkfSZWjHHq066bZ_BCMpVRCCwKXYLOtt5JZ5Je3yAbjHifh&xkcb=SoCD67M3H01mcJWab50LbzkdCdPP&fccid=28871a2dda2df201&cmp=Holman&ti=Logistic+Coordinator&vjs=3,2023-12-14,job_d56b92d0a00fa91a,Hybrid remote in Mount Laurel,NJ 08054
Wisk Aero,Supply Chain Manager,United States,https://www.indeed.com/rc/clk?jk=a602d79e8d1bb66e&bb=SeOdQ6x1wNJa48oHaYxtaYhO3_r5hP8Z9e0adJmZKR_TniNfUDO2_yhVByPVISfa&xkcb=SoCq67M3H01mcJWab50JbzkdCdPP&fccid=ce87cff26ed620ad&vjs=3,2023-12-14,job_a602d79e8d1bb66e,Mountain View,CA
Duke Energy,Assistant Storekeeper,United States,https://www.indeed.com/rc/clk?jk=b9437e4c19ae3897&bb=Dbb6uN2oBscMXYz0Vzs-be0PFeeXtHoX7fAtponVi41oVxeFQx2F-yFGrnY0wjOx&xkcb=SoBy67M3H01mcJ2ab50KbzkdCdPP&fccid=ee3b74ff2b3986b4&vjs=3,2023-12-14,job_b9437e4c19ae3897,Wildwood,FL
Worldnet International Couriers Inc,Client Solutions Representative w/Logistics Experience,United States,https://www.indeed.com/rc/clk?jk=09465484f40e5364&bb=Dbb6uN2oBsdlcCqHZFrNQKhLsgScv3yHLXeYU8TNvoDFWOchGADJIPzmguCfj2cB&xkcb=SoBb67M3H01mcJ2ab50IbzkdCdPP&fccid=b2c372b273b0d4ac&vjs=3,2023-12-14,job_09465484f40e5364,Remote,Not Available
Boston Scientific Corporation,Purchasing/Plan - M3,United States,https://www.indeed.com/rc/clk?jk=f4fc6fb203e93c1b&bb=EJV9czGQl3d97teVDG8iv0oQUdeKPEtHpZjzqfSWSHRAuEalZUA_s9jxe1gdJ-10&xkcb=SoD867M3H01mcJ2ab50NbzkdCdPP&fccid=d13187a50c252e33&vjs=3,2023-12-14,job_f4fc6fb203e93c1b,Dorado,PR 00646
Bellin Health,Purchasing Agent - Supply Chain,United States,https://www.indeed.com/rc/clk?jk=5962fa087c87c679&bb=EJV9czGQl3fcGDaOv_ao0ChoB88sFFtt4p49fXBtipusQFt8Q9uqcrqOo-5DSkfl&xkcb=SoBh67M3H01mcIWab50JbzkdCdPP&fccid=d04a5b2b25adc284&vjs=3,2023-12-14,job_5962fa087c87c679,Green Bay,WI 54301 
Neo tech solutions,Principal/Functional Consultant Supply Chain Management and Operation,United States,https://www.indeed.com/rc/clk?jk=40701114cdd36a14&bb=EJV9czGQl3fOwDzIvy4BYoB9GEKDNqqk2YONFIEdY2rEPzt7jc38k2H03c0XNDZX&xkcb=SoBb67M3H01mcIWab50PbzkdCdPP&fccid=40c6c9fa4eea1ae9&cmp=Neo-Tech-Solutions&ti=Supply+Chain+Manager&vjs=3,2023-12-14,job_40701114cdd36a14,Remote,Not Available
