Company_Name,Job_Title,Location,Job_Url,Posted_On,Job_ID,City,State
Wisk Aero,Supply Chain Manager,United States,https://www.indeed.com/rc/clk?jk=54a16c48ae11816e&bb=sSTcFt7vEod_Vfrur5QADs_ULSWkoCPCqYgZand_4_o6CvZsCUGqIv1YBNHE01ik&xkcb=SoC567M3H01mcI2ab50KbzkdCdPP&fccid=ce87cff26ed620ad&vjs=3,2023-12-14,job_54a16c48ae11816e,Mesa,AZ
Ryder System,Group Director Customer Logistics,United States,https://www.indeed.com/rc/clk?jk=1f81b3617711732a&bb=sSTcFt7vEoeiMkmIxMJYim6rQXZZRLHbRBsMk8GMXL8k6_hFtZWlJAXO-U_LLof7&xkcb=SoAe67M3H01mcI2ab50PbzkdCdPP&fccid=22f3171d623451cc&vjs=3,2023-12-14,job_1f81b3617711732a,Honolulu,HI 96823 
Airbus,Forecast Analyst (Material Planning),United States,https://www.indeed.com/rc/clk?jk=b6c81fe81937b38b&bb=sSTcFt7vEoe5hLXqAKZwypL8sBGnzSK-ue1Td0p5QFv5puB97aliHu8YNv2t4qdZ&xkcb=SoDe67M3H01mcI2ab50CbzkdCdPP&fccid=2d0740e02e80cf22&vjs=3,2023-12-14,job_b6c81fe81937b38b,Grapevine,TX
Ryder System,Group Director Customer Logistics,United States,https://www.indeed.com/rc/clk?jk=e7242a1b308068bb&bb=hwwsy381EYwzDHMVQVPs1sZL_6yE3OSyRiFhM62SN6LFj7JsS_yBuD_MN21kOv-D&xkcb=SoDg67M3H01mcLWab50KbzkdCdPP&fccid=22f3171d623451cc&vjs=3,2023-12-14,job_e7242a1b308068bb,Jackson,MS 39203 
Business Integra Inc,Supply Quality Engineer,United States,https://www.indeed.com/rc/clk?jk=c9684499081ca90c&bb=hwwsy381EYwTi-L7GITQXiZdQEx0B1H3Z2QpQJznTONiPGcMc31S79vnbEweR4Nm&xkcb=SoDJ67M3H01mcLWab50IbzkdCdPP&fccid=975e48078949217f&cmp=Business-Integra-Inc&ti=Quality+Engineer&vjs=3,2023-12-14,job_c9684499081ca90c,Liverpool,NY 13088
Owens & Minor,"Director, Supply Chain Technology Strategy",United States,https://www.indeed.com/rc/clk?jk=57749b0788aca2e1&bb=eYDejVPvSio8R76EK6tM5v7m5boHh5TZE2iYO7Rw69ONReeLwIW5Sixsz6kLJ0ga&xkcb=SoCl67M3H01mcL2ab50KbzkdCdPP&fccid=b7517e6a7ffda077&vjs=3,2023-12-14,job_57749b0788aca2e1,Mechanicsville,VA
Signify Health,Production Manager,United States,https://www.indeed.com/rc/clk?jk=3393df07de8af21e&bb=eYDejVPvSiqtvJ0MD45JNHxSNIUQT31nCLZ7bt19YnQlLhyEMHD76Y5PrOjEMx8p&xkcb=SoCM67M3H01mcL2ab50IbzkdCdPP&fccid=7f3af35993e7f09f&vjs=3,2023-12-14,job_3393df07de8af21e,Remote,Not Available
Groe Advisors,DevOps Engineer,United States,https://www.indeed.com/rc/clk?jk=c1df375a8bfe0f66&bb=7cNAkCtMNiaFKjgXs_AiCBjF4kuCUHICx0m79taaUh17WH32HJgyrzE4YgdE0JFa&xkcb=SoDL67M3H01jXkxJph0LbzkdCdPP&fccid=35d24b6b285915df&cmp=Groe-Advisors&ti=Development+Operations+Engineer&vjs=3,2023-12-14,job_c1df375a8bfe0f66,Hybrid remote in Waltham,MA 02451
"NextDeavor, Inc.",DevOps Security Engineer,United States,https://www.indeed.com/rc/clk?jk=ed7a592eb58217da&bb=rrcdOcWD1o-MKP0Tv3bL4_fBLU65ZZDOFk5waZ1bK6UTGyc6ZqHUyamorLcJB6Mc&xkcb=SoC767M3H01jXnRJph0JbzkdCdPP&fccid=29d8a525f2330d7e&vjs=3,2023-12-14,job_ed7a592eb58217da,Remote in Lehi,UT 84043
BuzzClan Private Limited,DevOps Engineer,United States,https://www.indeed.com/rc/clk?jk=501a5f544b4d1e04&bb=2JVsc3e167Z9N1-QG1vSWSJ7Ef4ohWx0fU5zqpnX5qbAUpP98Xkj_qXNQO4RhQ2w&xkcb=SoBj67M3H01jXnxJph0KbzkdCdPP&fccid=c37823a15cfb63b6&cmp=BuzzClan-Private-Limited&ti=Development+Operations+Engineer&vjs=3,2023-12-14,job_501a5f544b4d1e04,Phoenix,AZ 85007 
"Alaska Northstar Resources, LLC",ANR DevOps - Oracle DBA,United States,https://www.indeed.com/rc/clk?jk=68e6d5791e7a8150&bb=1FYWJST6GSIA21Gjpau9OZ6TuRalnZx9hy7Rpp08tWxTHhCf-euG_jaqg7_FbKBY&xkcb=SoBZ67M3H01jXmRJph0LbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,2023-12-14,job_68e6d5791e7a8150,Remote,Not Available
BMC Software,Sr Devops Engineer,United States,https://www.indeed.com/rc/clk?jk=a66483c6294ef27c&bb=1FYWJST6GSKv9WGQoIORUPP5Ev6Vm_z2xYKI2fL7Ll3-OJB_sizUYzuZtUaRv-DN&xkcb=SoDE67M3H01jXmRJph0IbzkdCdPP&fccid=1b980b4f5c48c05a&vjs=3,2023-12-14,job_a66483c6294ef27c,Remote,Not Available
REV Federal Credit Union,Director of PMO and DevOps,United States,https://www.indeed.com/rc/clk?jk=55d72fa72e890dbb&bb=1FYWJST6GSKpQkQU4joRNZgSrXIEdBrr0Ut6bDGDuWHKWMKCPeSycqnYToBN7k1T&xkcb=SoD-67M3H01jXmRJph0ObzkdCdPP&fccid=029c4ee12eebc016&vjs=3,2023-12-14,job_55d72fa72e890dbb,Summerville,SC 29483
Verizon,Linux DevOps Engineer,United States,https://www.indeed.com/rc/clk?jk=e5db235c855ec960&bb=iEBtzqaRfMfLp4eIcpuooDBFBjfuhO30ehEb9Afkdk2duTUltFTNx-ggD8d-UBZx&xkcb=SoAc67M3H01jXmxJph0LbzkdCdPP&fccid=f7029f63fe5c906e&vjs=3,2023-12-14,job_e5db235c855ec960,Ashburn,VA
"Fiserv, Inc.",Platform Engineering Leader,United States,https://www.indeed.com/rc/clk?jk=cea3d7345ffff84e&bb=iEBtzqaRfMdgpTNcxMrmU311sqKoCNDghPpzx4MpgHs7huts4Opl-S2D07l3htNV&xkcb=SoA167M3H01jXmxJph0JbzkdCdPP&fccid=1ea0475711674f3b&vjs=3,2023-12-14,job_cea3d7345ffff84e,Berkeley Heights,NJ 07922
Simple Technology Solutions,Software Automation Engineer (DevOps),United States,https://www.indeed.com/rc/clk?jk=77e45bae8a69c248&bb=iEBtzqaRfMfSDYzpHdudnFP2GUsjbL-ru6eQVAFRpyeWqVnQgQgpqvrz6LEj14bj&xkcb=SoAP67M3H01jXmxJph0PbzkdCdPP&fccid=6aa4d2464973f45c&vjs=3,2023-12-14,job_77e45bae8a69c248,Remote in Washington,DC
SAIC,DevSecOps Engineer Principal,United States,https://www.indeed.com/rc/clk?jk=a82c963b725bbac8&bb=1NLkMC0b8-AVwNYAf7qQfJ6Gjv2I1amj4bPqpP5Zt_1aYl4I-vMyUX4h746LdLJt&xkcb=SoAe67M3H01jXhRJph0KbzkdCdPP&fccid=f3b836e645f9b36d&vjs=3,2023-12-14,job_a82c963b725bbac8,Fairfield,NJ 07004
Northrop Grumman,Sr. Principal Lead DevOps Engineer – Space/Satellite Systems (Dulles VA),United States,https://www.indeed.com/rc/clk?jk=335fa014818abff3&bb=1NLkMC0b8-BcYVdBAoH9laJGKsQ9L6Za-K7aAGQlquI8lg93-E6rva1Alsmt9sQo&xkcb=SoA367M3H01jXhRJph0IbzkdCdPP&fccid=11619ce0d3c2c733&vjs=3,2023-12-14,job_335fa014818abff3,Dulles,VA
Boris FX,DevOps Engineer,United States,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbPnYa1mVi3mXiSix4Ikg9naEDY1Dxga4QDlSYz4uTkDd_IsisiczPdlNKo0kprDPkh3jxWX4dJsSZHYVxfjX-MNRNRSxWecCkXbXfQVBh08XIwrL9DgkLa9ryKvdmBWenLvk1kXdsueIVUsDZ_akLAe5GS1_1rPAASZ5aI9GoWx5bha-FjIeD8QHFqWAOz0qnn5-8etOFz4_Y2j3qrHZwb-TirlCCakUEQtuUhqg7OKbgtkY7GRoS7SyaidwKx40psXIDMpQxbjm8E3eirgVV0vAwvIrTeWjkSCOSwgN6lAYeErC3gmoT8L_BvHsH7t8ejQFVRyHDsqMPjFeOOZbRHeroMZ8k2vW6r3tZykS24tBVGNIX_30qXec-KRMZZ8NiPjkQLQ15gSAw5cSdNQ3-c86PgwW2mDre-ni0epMODzaNTjMD1LBcrL6UDV8DIkWhcLBWqqsJOWvZ95Bo_T9ZCTIIWmQIH6A8NJqhXsz-sFe2JeNdkJi-awaFLhP6xBjyR-g46Cdus1otnbcra1QgKxT6G8PSHhiTrIlbVeNDQ0yjn1IOVRJ3d3QTe41zk3aCdzr2i9pMFfoYYt6Agsq-eiugwH0FY27rfRHd4_xys5yVMKnkV_C3&xkcb=SoC46_M3H01jWXwgWp0AbzkdCdPP&p=11&fvj=1&vjs=3,2023-12-14,sj_27537a613672dede,Remote,Not Available
xScion,Senior DevOps Engineer - Kubernetes and Cloud Infrastructure (Part-Time),United States,https://www.indeed.com/rc/clk?jk=cd5037cf36850c81&bb=dsfHHQGc0w36HiQ219jQd6dFNs4z771Acvd0ptYYd4dwYlD2VlvL1tg44sANzJtp&xkcb=SoDv67M3H01jXhxJph0LbzkdCdPP&fccid=63100458403920d7&vjs=3,2023-12-14,job_cd5037cf36850c81,Remote in McLean,VA 22102
CodeTru,Senior DevOps Engineer,United States,https://www.indeed.com/rc/clk?jk=d0aad45a01780c56&bb=dsfHHQGc0w0Zk2dWkOpVwldYatiMrngdy2foU3nVPnCFhuSgHkefQEz9KaOQwFP_&xkcb=SoDG67M3H01jXhxJph0JbzkdCdPP&fccid=753af35b4a1b8d6d&vjs=3,2023-12-14,job_d0aad45a01780c56,Tampa,FL 33602 
Siemens Digital Industries Software,Atlas Graduate Program: DevOps Engineer (2024),United States,https://www.indeed.com/rc/clk?jk=0e896aec4f9ddc21&bb=TVGb98Hnuu47XgGJc_0VvMLRxqyOm529HnwNrRIpeC6V8MZJLjzuFrJHoyJcak4Y&xkcb=SoDV67M3H01jXgRJph0KbzkdCdPP&fccid=a1b70704c350f800&vjs=3,2023-12-14,job_0e896aec4f9ddc21,Hybrid remote in Wilsonville,OR 97070
MNR,Business Analyst,United States,https://www.indeed.com/rc/clk?jk=abd999365f733b70&bb=WDKReymUz8ST3Q79gPP-hzL0jmYNVGWM1BZSS_XpiZVpJE94FkSGXqc9rF-VIbEV&xkcb=SoDq67M3H01hG_xgWh0IbzkdCdPP&fccid=a097af6391414aa7&cmp=MNR&ti=Business+Analyst&vjs=3,2023-12-14,job_abd999365f733b70,Albany,NY 12202 
Disney,Senior Business Energy Analyst,United States,https://www.indeed.com/rc/clk?jk=91c35da7f5d99124&bb=kGQEWrYnIWb31wJzHW7RzGAaZXz6XGGQWtu_uG8bX7_iTLANZcN4cH8s1OExDJyj&xkcb=SoBk67M3H01hG-RgWh0IbzkdCdPP&fccid=4ed80f3a97849f22&vjs=3,2023-12-14,job_91c35da7f5d99124,Lake Buena Vista,FL
Accede LLC,QAD ERP Business Analyst,United States,https://www.indeed.com/rc/clk?jk=3a4203f09a144c9a&bb=KIo_RghZbDNio6Rcwg1jjtwAGma9fupK_TE7nqOUa5MBkVpa4ZjZsfwPHEP0uNOG&xkcb=SoAI67M3H01hG-xgWh0KbzkdCdPP&fccid=709e3f985f395912&cmp=Accede-llc&ti=Erp+Analyst&vjs=3,2023-12-14,job_3a4203f09a144c9a,Cincinnati,OH
Informa Group Plc.,Business Analyst,United States,https://www.indeed.com/rc/clk?jk=01609a6fc0594e0c&bb=lRKKomJh2KEgW2eR5737frJhzMlV3y86lPjgJYmp1nhnWeVOfCW52pDSxMNudZjJ&xkcb=SoC-67M3H01hG5RgWh0KbzkdCdPP&fccid=b0b66084a9b594d2&vjs=3,2023-12-14,job_01609a6fc0594e0c,Irving,TX 75039
Infosys,Quant Business Analyst,United States,https://www.indeed.com/rc/clk?jk=e0a9447f6908a928&bb=lRKKomJh2KG5YsAV2cdifA-vd3i_gsnxE5Dx26nzdsOXYm8Cqid_9GGKbB60hDKS&xkcb=SoCX67M3H01hG5RgWh0IbzkdCdPP&fccid=c67533a523c83a4c&vjs=3,2023-12-14,job_e0a9447f6908a928,Irvine,CA
Accenture,nCino Business Analyst- 5077026,United States,https://www.indeed.com/rc/clk?jk=5a31d0101de31e2b&bb=M9w1MbZ2AHrP3I9xqn5V3KKcuzSCm3ikT7uz_ybVfz8HiITwumdM5GGoiQtolXUf&xkcb=SoD767M3H01hG5xgWh0KbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3,2023-12-14,job_5a31d0101de31e2b,Detroit,MI 48226 
University of Missouri,BUSINESS TECHNOLOGY ANALYST - REMOTE/HYBRID OPPORTUNITY,United States,https://www.indeed.com/rc/clk?jk=763784615827db7c&bb=M9w1MbZ2AHrymcKG08EQxGY4sGvjH241ooemAHizVyJdbpQTkptKaDeFqa0WpChc&xkcb=SoBc67M3H01hG5xgWh0PbzkdCdPP&fccid=314c3b8d7f6c3a27&vjs=3,2023-12-14,job_763784615827db7c,Remote in Columbia,MO
Brightspeed,Government Affairs Operations Analyst,United States,https://www.indeed.com/rc/clk?jk=3c60b8a455d1d734&bb=43Gpz66XffaY3Dt_QeeqnI4BLJC0mOVd16KyW96Uz7ERz0pHS2X_sikwxPWaHHpC&xkcb=SoB167M3H01hG4RgWh0KbzkdCdPP&fccid=db170719026ea180&vjs=3,2023-12-14,job_3c60b8a455d1d734,Charlotte,NC 28203 
Intuit,Staff Business Data Analyst,United States,https://www.indeed.com/rc/clk?jk=1a52e4abd0813b68&bb=aBsH4CzSDOHC5W9xpU904im3ndOjUkjAMrzIeuQ8QuRokHQifR0XcTqYeinkLm8K&xkcb=SoCE67M3H01hG4xgWh0LbzkdCdPP&fccid=9784ae78e9834539&vjs=3,2023-12-14,job_1a52e4abd0813b68,San Diego,CA 92129 
Smile Doctors,"Manager, Business Intelligence",United States,https://www.indeed.com/rc/clk?jk=ce8ee66cbf43d2df&bb=aBsH4CzSDOE55WWUs2GpR1bB9TnGgm3UqqGK0RPiYUP2OOXV7wvv24dnFGwzIQ3x&xkcb=SoAZ67M3H01hG4xgWh0IbzkdCdPP&fccid=be0270ec8976696f&vjs=3,2023-12-14,job_ce8ee66cbf43d2df,Dallas,TX 75240 
Informa Group Plc.,Business Systems Analyst,United States,https://www.indeed.com/rc/clk?jk=a4b8c792615e6c3a&bb=8W-O1CNAl54_g8XtKtHKucwUPeAuri-68I0nT2SkSSeWQygd2D_SpTcTVwRwzYGo&xkcb=SoBp67M3H01hG7RgWh0KbzkdCdPP&fccid=8bae0fba3b920ea8&vjs=3,2023-12-14,job_a4b8c792615e6c3a,Shawnee,KS 66226
Rady Children's Hospital-San Diego,Business Analyst - Quality Management,United States,https://www.indeed.com/rc/clk?jk=36f5dba32c7a3401&bb=8W-O1CNAl57D75l7qw-3iIWDzCRe3_f3Sw5FfSr8qDBh1qGUZEuTmxDojsjJe4vI&xkcb=SoBA67M3H01hG7RgWh0IbzkdCdPP&fccid=943df4dfeeeb9fc4&vjs=3,2023-12-14,job_36f5dba32c7a3401,San Diego,CA
Associated Materials,Sr Financial Analyst - Alside Business,United States,https://www.indeed.com/rc/clk?jk=b0a442f6ed2e07d8&bb=-JlSCfLYVUX41b2GJ9GMk3HPc4i74qBqyLo95CDx8tSd3n7sW1o2TLX7Pm6zmplB&xkcb=SoAs67M3H01hG7xgWh0KbzkdCdPP&fccid=371d89ec6cc53a75&vjs=3,2023-12-14,job_b0a442f6ed2e07d8,Cuyahoga Falls,OH 44223
Pfizer,Director Business Process Analyst,United States,https://www.indeed.com/rc/clk?jk=1e112c6ea12d8901&bb=-JlSCfLYVUUERqTrWpGkML6HT7yvaTe_nqfM5AKWAXQJnshNIxaj8r3LKPFligwr&xkcb=SoA_67M3H01hG7xgWh0ObzkdCdPP&fccid=7ff126af0cd3d93b&vjs=3,2023-12-14,job_1e112c6ea12d8901,New York,NY
Lilly,Sr. Director – AI Conversing Capability Platform Delivery,United States,https://www.indeed.com/rc/clk?jk=a4aeb1bbb43a5d23&bb=9u2KdPdg5PBWQfa8FcFqzubrf42qwCzjrgBcO6iJe7JKKZjRq7h3_5E17U5RU6cC&xkcb=SoAM67M3H01-69WabJ0LbzkdCdPP&fccid=ac8d156b339793e6&vjs=3,2023-12-14,job_a4aeb1bbb43a5d23,Remote in Indianapolis,IN 46204
GroupM Nexus,"Director, Performance",United States,https://www.indeed.com/rc/clk?jk=e78cebb19bfebe94&bb=tf5rwx2T0He_vwZYBMdAmT5yO0J_Ao3W2VBD6vodaZur3YtBTGS7kGQJCULwjyZy&xkcb=SoD967M3H01-692abJ0KbzkdCdPP&fccid=9c0486b2887ec7f7&vjs=3,2023-12-14,job_e78cebb19bfebe94,San Francisco,CA 94104 
Travelport,Senior Research Associate,United States,https://www.indeed.com/rc/clk?jk=015b099dee1075fc&bb=tf5rwx2T0HenuS9CfYrQXbb3JxgVCYSHo-XO6-NJTAafB4gUkIOBzAlieNMfAkzT&xkcb=SoDU67M3H01-692abJ0IbzkdCdPP&fccid=423797cd29045c3e&vjs=3,2023-12-14,job_015b099dee1075fc,Remote,Not Available
EDB,Senior Talent Acquisition Partner,United States,https://www.indeed.com/rc/clk?jk=d46c281628e4cb7d&bb=VShyQ05bFUwH56B0E0cC5WA1-NsuevnH7VJ5bXoEXu22OF7Aho9A4_Xo7Y3BaF5-&xkcb=SoBz67M3H01-68WabJ0KbzkdCdPP&fccid=29944148d86fe659&vjs=3,2023-12-14,job_d46c281628e4cb7d,Remote in Boston,MA
"Urbix, Inc.",Laboratory Operator,United States,https://www.indeed.com/rc/clk?jk=94b9758707a40634&bb=VShyQ05bFUy_qUJO6oggrl3QF9JdWL7v0I5FTKr2bYWxF99__b2J5v5tTyFTq1Rb&xkcb=SoBa67M3H01-68WabJ0IbzkdCdPP&fccid=81dedac72181e2cd&cmp=The-Bob-Oxnard-Team-at-Century-21-Sunbelt&ti=Laboratory+Operator&vjs=3,2023-12-14,job_94b9758707a40634,Mesa,AZ 85215 
Dynatrace,"Federal Account Executive, Air Force (Remote, Virginia/D.C.)",United States,https://www.indeed.com/rc/clk?jk=429e693595409b5c&bb=RYF61yrshqH6afNeOlRfMOjE5SbER7rN4jC01LuFABSYY2GPpMn6Pz9o9rBFtKce&xkcb=SoA267M3H01-682abJ0KbzkdCdPP&fccid=f540b41324bdc0f3&vjs=3,2023-12-14,job_429e693595409b5c,Remote in Arlington,VA
Textkernel,Technical Account Specialist,United States,https://www.indeed.com/rc/clk?jk=811db037cc7448b4&bb=RYF61yrshqGr-bKiyMRITM95NGmeEMEasj1bUfyHEWbgqb_fx2TpFxYrXQpjRPkI&xkcb=SoAf67M3H01-682abJ0IbzkdCdPP&fccid=1b5e0dc94ab495ab&vjs=3,2023-12-14,job_811db037cc7448b4,Remote,Not Available
Klinic,Telehealth Medical Doctor,United States,https://www.indeed.com/rc/clk?jk=928c988c2b402c46&bb=RYF61yrshqFyWOOH5tBVXvynl9QsXfm9tLEbzvhLctLgEtzmZnlIx3HzJXSDmyWz&xkcb=SoAl67M3H01-682abJ0ObzkdCdPP&fccid=e415e2c3f912233a&cmp=Klinic%2C-Inc.&ti=Physician&vjs=3,2023-12-14,job_928c988c2b402c46,Remote,Not Available
UNICEF,Azure Artificial Intelligence/Large Language Models,United States,https://www.indeed.com/rc/clk?jk=581b374c33327ab9&bb=pNNSzHkSR7le0PU4r_1DKBRpRZKPSX0I33YXNhvBE8nKDRAjyn6bGTMqPpotkcDF&xkcb=SoBv67M3H01-6_WabJ0KbzkdCdPP&fccid=b829ee9b3a982489&vjs=3,2023-12-14,job_581b374c33327ab9,Remote,Not Available
Dataiku Misc Postings,"Strategic Account Executive, Central",United States,https://www.indeed.com/rc/clk?jk=fa29ab8b06b3c740&bb=pNNSzHkSR7nVD2DQ14RNwGxmM33LWDfbbiPHuWpScQlWg5nH6x8eKk8n6Nf_uFNX&xkcb=SoDI67M3H01-6_WabJ0PbzkdCdPP&fccid=4640437a3109c91f&vjs=3,2023-12-14,job_fa29ab8b06b3c740,Remote in Indianapolis,IN
Sublime Wireless Inc,Enterprise Agile Coach,United States,https://www.indeed.com/rc/clk?jk=e06daead346f9aef&bb=mbIxk6aL8NBYj8nUuvaFsqXDWldSFr6QR94-sKtbvr-acp5i-g32z7X7ZvwW3gP5&xkcb=SoAD67M3H01-6_2abJ0IbzkdCdPP&fccid=5c7a0a3cee7e1d04&cmp=Sublime-Wireless-Inc&ti=Agile+Coach&vjs=3,2023-12-14,job_e06daead346f9aef,Bellevue,WA
Dataiku Misc Postings,"Strategic Account Executive, Central",United States,https://www.indeed.com/rc/clk?jk=6b396393c931eed0&bb=F0pxTBJSyhTUfZ8s9x2eqi6KVNl7CTrjbldXXleyaMOv-m63WBiW6BZf2OLDUeCh&xkcb=SoCk67M3H01-6_2abJ0NbzkdCdPP&fccid=4640437a3109c91f&vjs=3,2023-12-14,job_6b396393c931eed0,Remote in Detroit,MI
Lenovo,Digital Transformation Specialist (Business Partner),United States,https://www.indeed.com/rc/clk?jk=d8e82081b220e1a3&bb=F0pxTBJSyhQQDrLyl1GIHtowdqjYZaTnll7LMRlAUur4CjuYpQ21CYipGlla_Ztm&xkcb=SoCk67M3H01-6-WabJ0KbzkdCdPP&fccid=af103eaff391cdf0&vjs=3,2023-12-14,job_d8e82081b220e1a3,Morrisville,NC
Groe Advisors LLC,AI/ML Operations Analyst,United States,https://www.indeed.com/rc/clk?jk=e979df10cc0f9d28&bb=F0pxTBJSyhTzD6DZ34bI2zJyiIkjjDgpwcen4lU889pUFajqnmW81IDXj6odEpsE&xkcb=SoAD67M3H01-6-WabJ0PbzkdCdPP&fccid=5956393d1b4c3f90&cmp=Groe-Advisors-LLC&ti=Operations+Analyst&vjs=3,2023-12-14,job_e979df10cc0f9d28,Woburn,MA
Dynatrace,"Major Account Executive (Remote, Illinois)",United States,https://www.indeed.com/rc/clk?jk=a6af86819b1d2ce8&bb=1UduzOiYDmY_Cnf1eSiCruqZllqm_8UQBA-9AIuHuN6i3xTXOzmwKMOBhXhexl5j&xkcb=SoDh67M3H01-6-2abJ0KbzkdCdPP&fccid=f540b41324bdc0f3&vjs=3,2023-12-14,job_a6af86819b1d2ce8,Remote in Chicago,IL
